[MOVINGCEILING]
#Anchor point
1504	352
#
#Blue tile
231	34	247	50	1504	352
231	34	247	50	1504	368
231	34	247	50	1504	384
231	34	247	50	1504	400
231	34	247	50	1504	416
231	34	247	50	1504	432
231	34	247	50	1504	448
231	34	247	50	1504	464
231	34	247	50	1504	480
231	34	247	50	1504	496
231	34	247	50	1504	512
231	34	247	50	1504	528
231	34	247	50	1504	544
231	34	247	50	1504	560
231	34	247	50	1504	576
231	34	247	50	1504	592
231	34	247	50	1520	352
231	34	247	50	1520	368
231	34	247	50	1520	384
231	34	247	50	1520	400
231	34	247	50	1520	416
231	34	247	50	1520	432
231	34	247	50	1520	448
231	34	247	50	1520	464
231	34	247	50	1520	480
231	34	247	50	1520	496
231	34	247	50	1520	512
231	34	247	50	1520	528
231	34	247	50	1520	544
231	34	247	50	1520	560
231	34	247	50	1520	576
231	34	247	50	1520	592
231	34	247	50	1536	352
231	34	247	50	1536	368
231	34	247	50	1536	384
231	34	247	50	1536	400
231	34	247	50	1536	416
231	34	247	50	1536	432
231	34	247	50	1536	448
231	34	247	50	1536	464
231	34	247	50	1536	480
231	34	247	50	1536	496
231	34	247	50	1536	512
231	34	247	50	1536	528
231	34	247	50	1536	544
231	34	247	50	1536	560
231	34	247	50	1536	576
231	34	247	50	1536	592
231	34	247	50	1552	352
231	34	247	50	1552	368
231	34	247	50	1552	384
231	34	247	50	1552	400
231	34	247	50	1552	416
231	34	247	50	1552	432
231	34	247	50	1552	448
231	34	247	50	1552	464
231	34	247	50	1552	480
231	34	247	50	1552	496
231	34	247	50	1552	512
231	34	247	50	1552	528
231	34	247	50	1552	544
231	34	247	50	1552	560
231	34	247	50	1552	576
231	34	247	50	1552	592
231	34	247	50	1568	352
231	34	247	50	1568	368
231	34	247	50	1568	384
231	34	247	50	1568	400
231	34	247	50	1568	416
231	34	247	50	1568	432
231	34	247	50	1568	448
231	34	247	50	1568	464
231	34	247	50	1568	480
231	34	247	50	1568	496
231	34	247	50	1568	512
231	34	247	50	1568	528
231	34	247	50	1568	544
231	34	247	50	1568	560
231	34	247	50	1568	576
231	34	247	50	1568	592
231	34	247	50	1584	352
231	34	247	50	1584	368
231	34	247	50	1584	384
231	34	247	50	1584	400
231	34	247	50	1584	416
231	34	247	50	1584	432
231	34	247	50	1584	448
231	34	247	50	1584	464
231	34	247	50	1584	480
231	34	247	50	1584	496
231	34	247	50	1584	512
231	34	247	50	1584	528
231	34	247	50	1584	544
231	34	247	50	1584	560
231	34	247	50	1584	576
231	34	247	50	1584	592
231	34	247	50	1600	352
231	34	247	50	1600	368
231	34	247	50	1600	384
231	34	247	50	1600	400
231	34	247	50	1600	416
231	34	247	50	1600	432
231	34	247	50	1600	448
231	34	247	50	1600	464
231	34	247	50	1600	480
231	34	247	50	1600	496
231	34	247	50	1600	512
231	34	247	50	1600	528
231	34	247	50	1600	544
231	34	247	50	1600	560
231	34	247	50	1600	576
231	34	247	50	1600	592
231	34	247	50	1616	352
231	34	247	50	1616	368
231	34	247	50	1616	384
231	34	247	50	1616	400
231	34	247	50	1616	416
231	34	247	50	1616	432
231	34	247	50	1616	448
231	34	247	50	1616	464
231	34	247	50	1616	480
231	34	247	50	1616	496
231	34	247	50	1616	512
231	34	247	50	1616	528
231	34	247	50	1616	544
231	34	247	50	1616	560
231	34	247	50	1616	576
231	34	247	50	1616	592
231	34	247	50	1632	352
231	34	247	50	1632	368
231	34	247	50	1632	384
231	34	247	50	1632	400
231	34	247	50	1632	416
231	34	247	50	1632	432
231	34	247	50	1632	448
231	34	247	50	1632	464
231	34	247	50	1632	480
231	34	247	50	1632	496
231	34	247	50	1632	512
231	34	247	50	1632	528
231	34	247	50	1632	544
231	34	247	50	1632	560
231	34	247	50	1632	576
231	34	247	50	1632	592
#Spike
204	0	220	16	1504	608
204	0	220	16	1520	608
204	0	220	16	1536	608
204	0	220	16	1552	608
204	0	220	16	1568	608
204	0	220	16	1584	608
204	0	220	16	1600	608
204	0	220	16	1616	608
204	0	220	16	1632	608
[/]

[HITBOXES]
-8	-8	144	272
[/]
