[MOVINGCEILING]
#Anchor point
1696	352
#
#Blue tile
231	34	247	50	1696	352
231	34	247	50	1696	368
231	34	247	50	1696	384
231	34	247	50	1696	400
231	34	247	50	1696	416
231	34	247	50	1696	432
231	34	247	50	1696	448
231	34	247	50	1696	464
231	34	247	50	1696	480
231	34	247	50	1696	496
231	34	247	50	1696	512
231	34	247	50	1696	528
231	34	247	50	1696	544
231	34	247	50	1696	560
231	34	247	50	1696	576
231	34	247	50	1696	592
231	34	247	50	1712	352
231	34	247	50	1712	368
231	34	247	50	1712	384
231	34	247	50	1712	400
231	34	247	50	1712	416
231	34	247	50	1712	432
231	34	247	50	1712	448
231	34	247	50	1712	464
231	34	247	50	1712	480
231	34	247	50	1712	496
231	34	247	50	1712	512
231	34	247	50	1712	528
231	34	247	50	1712	544
231	34	247	50	1712	560
231	34	247	50	1712	576
231	34	247	50	1712	592
231	34	247	50	1728	352
231	34	247	50	1728	368
231	34	247	50	1728	384
231	34	247	50	1728	400
231	34	247	50	1728	416
231	34	247	50	1728	432
231	34	247	50	1728	448
231	34	247	50	1728	464
231	34	247	50	1728	480
231	34	247	50	1728	496
231	34	247	50	1728	512
231	34	247	50	1728	528
231	34	247	50	1728	544
231	34	247	50	1728	560
231	34	247	50	1728	576
231	34	247	50	1728	592
231	34	247	50	1744	352
231	34	247	50	1744	368
231	34	247	50	1744	384
231	34	247	50	1744	400
231	34	247	50	1744	416
231	34	247	50	1744	432
231	34	247	50	1744	448
231	34	247	50	1744	464
231	34	247	50	1744	480
231	34	247	50	1744	496
231	34	247	50	1744	512
231	34	247	50	1744	528
231	34	247	50	1744	544
231	34	247	50	1744	560
231	34	247	50	1744	576
231	34	247	50	1744	592
231	34	247	50	1760	352
231	34	247	50	1760	368
231	34	247	50	1760	384
231	34	247	50	1760	400
231	34	247	50	1760	416
231	34	247	50	1760	432
231	34	247	50	1760	448
231	34	247	50	1760	464
231	34	247	50	1760	480
231	34	247	50	1760	496
231	34	247	50	1760	512
231	34	247	50	1760	528
231	34	247	50	1760	544
231	34	247	50	1760	560
231	34	247	50	1760	576
231	34	247	50	1760	592
231	34	247	50	1776	352
231	34	247	50	1776	368
231	34	247	50	1776	384
231	34	247	50	1776	400
231	34	247	50	1776	416
231	34	247	50	1776	432
231	34	247	50	1776	448
